D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D473  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D474  dce_push_long       | sending <dce_rpccount>=0
D475  dce_pop_long        | got <dce_rpccount>=55151522
D476  dce_pop_int         | got <dce_svr_pid>=25945
D477  dce_submit_ext      | data transferred, Socket <968> closed
D478  dce_table_destroy   | about to clear <996c1d0>
D479  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D480  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W482  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D483  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D484  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D485  dce_push_long       | sending <dce_rpccount>=0
D486  dce_pop_long        | got <dce_rpccount>=80108
D487  dce_pop_int         | got <dce_svr_pid>=13146
D488  dce_submit_ext      | data transferred, Socket <968> closed
D489  dce_pop_long        | got <dce_result>=1
D490  dce_table_destroy   | about to clear <996c940>
D491  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D492  dce_findserver      | current time is <Mon Sep 07 15:29:24 2020>
D493  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D494  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D495  dce_submit_ext      | about to submit RPC to <OECbroker:>
D496  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D497  dce_push_long       | sending <dce_rpccount>=0
D498  dce_pop_long        | got <dce_rpccount>=55151524
D499  dce_pop_int         | got <dce_svr_pid>=25945
D500  dce_submit_ext      | data transferred, Socket <968> closed
D501  dce_table_destroy   | about to clear <996c500>
D502  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D503  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W505  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D506  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D507  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D508  dce_push_long       | sending <dce_rpccount>=0
D509  dce_pop_long        | got <dce_rpccount>=80109
D510  dce_pop_int         | got <dce_svr_pid>=13146
D511  dce_submit_ext      | data transferred, Socket <968> closed
D512  dce_pop_long        | got <dce_result>=1
D513  dce_table_destroy   | about to clear <996cbf0>
D514  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D515  dce_findserver      | current time is <Mon Sep 07 15:29:24 2020>
D516  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D517  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D518  dce_submit_ext      | about to submit RPC to <OECbroker:>
D519  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D520  dce_push_long       | sending <dce_rpccount>=0
D521  dce_pop_long        | got <dce_rpccount>=55151525
D522  dce_pop_int         | got <dce_svr_pid>=25945
D523  dce_submit_ext      | data transferred, Socket <968> closed
D524  dce_table_destroy   | about to clear <996d440>
D525  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D526  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W528  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D529  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D530  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D531  dce_push_long       | sending <dce_rpccount>=0
D532  dce_pop_long        | got <dce_rpccount>=80110
D533  dce_pop_int         | got <dce_svr_pid>=13146
D534  dce_submit_ext      | data transferred, Socket <968> closed
D535  dce_pop_long        | got <dce_result>=1
D536  dce_table_destroy   | about to clear <996dc80>
D537  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D538  dce_findserver      | current time is <Mon Sep 07 15:29:24 2020>
D539  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D540  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D541  dce_submit_ext      | about to submit RPC to <OECbroker:>
D542  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D543  dce_push_long       | sending <dce_rpccount>=0
D544  dce_pop_long        | got <dce_rpccount>=55151526
D545  dce_pop_int         | got <dce_svr_pid>=25945
D546  dce_submit_ext      | data transferred, Socket <968> closed
D547  dce_table_destroy   | about to clear <996d630>
D548  dce_table_destroy   | current time is <Mon Sep 07 15:29:24 2020>
D549  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W551  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D552  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D553  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D554  dce_push_long       | sending <dce_rpccount>=0
D555  dce_pop_long        | got <dce_rpccount>=80111
D556  dce_pop_int         | got <dce_svr_pid>=13146
D557  dce_submit_ext      | data transferred, Socket <968> closed
D558  dce_pop_long        | got <dce_result>=1
D559  dce_table_destroy   | about to clear <996d680>
D560  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D561  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D562  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D563  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D564  dce_submit_ext      | about to submit RPC to <OECbroker:>
D565  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D566  dce_push_long       | sending <dce_rpccount>=0
D567  dce_pop_long        | got <dce_rpccount>=55151527
D568  dce_pop_int         | got <dce_svr_pid>=25945
D569  dce_submit_ext      | data transferred, Socket <968> closed
D570  dce_table_destroy   | about to clear <996d1d0>
D571  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D572  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W574  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D575  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D576  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D577  dce_push_long       | sending <dce_rpccount>=0
D578  dce_pop_long        | got <dce_rpccount>=80112
D579  dce_pop_int         | got <dce_svr_pid>=13146
D580  dce_submit_ext      | data transferred, Socket <968> closed
D581  dce_pop_long        | got <dce_result>=1
D582  dce_table_destroy   | about to clear <996d940>
D583  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D584  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D585  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D586  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D587  dce_submit_ext      | about to submit RPC to <OECbroker:>
D588  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D589  dce_push_long       | sending <dce_rpccount>=0
D590  dce_pop_long        | got <dce_rpccount>=55151528
D591  dce_pop_int         | got <dce_svr_pid>=25945
D592  dce_submit_ext      | data transferred, Socket <968> closed
D593  dce_table_destroy   | about to clear <996d500>
D594  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D595  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W597  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D598  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D599  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D600  dce_push_long       | sending <dce_rpccount>=0
D601  dce_pop_long        | got <dce_rpccount>=80113
D602  dce_pop_int         | got <dce_svr_pid>=13146
D603  dce_submit_ext      | data transferred, Socket <968> closed
D604  dce_pop_long        | got <dce_result>=1
D605  dce_table_destroy   | about to clear <996dbf0>
D606  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D607  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D608  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D609  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D610  dce_submit_ext      | about to submit RPC to <OECbroker:>
D611  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D612  dce_push_long       | sending <dce_rpccount>=0
D613  dce_pop_long        | got <dce_rpccount>=55151530
D614  dce_pop_int         | got <dce_svr_pid>=25945
D615  dce_submit_ext      | data transferred, Socket <968> closed
D616  dce_table_destroy   | about to clear <996e440>
D617  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D618  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W620  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D621  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D622  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D623  dce_push_long       | sending <dce_rpccount>=0
D624  dce_pop_long        | got <dce_rpccount>=80114
D625  dce_pop_int         | got <dce_svr_pid>=13146
D626  dce_submit_ext      | data transferred, Socket <968> closed
D627  dce_pop_long        | got <dce_result>=1
D628  dce_table_destroy   | about to clear <996ec80>
D629  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D630  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D631  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D632  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D633  dce_submit_ext      | about to submit RPC to <OECbroker:>
D634  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D635  dce_push_long       | sending <dce_rpccount>=0
D636  dce_pop_long        | got <dce_rpccount>=55151532
D637  dce_pop_int         | got <dce_svr_pid>=25945
D638  dce_submit_ext      | data transferred, Socket <968> closed
D639  dce_table_destroy   | about to clear <996e630>
D640  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D641  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W643  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D644  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D645  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D646  dce_push_long       | sending <dce_rpccount>=0
D647  dce_pop_long        | got <dce_rpccount>=80115
D648  dce_pop_int         | got <dce_svr_pid>=13146
D649  dce_submit_ext      | data transferred, Socket <968> closed
D650  dce_pop_long        | got <dce_result>=1
D651  dce_table_destroy   | about to clear <996e680>
D652  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D653  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D654  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D655  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D656  dce_submit_ext      | about to submit RPC to <OECbroker:>
D657  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D658  dce_push_long       | sending <dce_rpccount>=0
D659  dce_pop_long        | got <dce_rpccount>=55151534
D660  dce_pop_int         | got <dce_svr_pid>=25945
D661  dce_submit_ext      | data transferred, Socket <968> closed
D662  dce_table_destroy   | about to clear <996e1d0>
D663  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D664  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W666  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D667  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D668  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D669  dce_push_long       | sending <dce_rpccount>=0
D670  dce_pop_long        | got <dce_rpccount>=80116
D671  dce_pop_int         | got <dce_svr_pid>=13146
D672  dce_submit_ext      | data transferred, Socket <968> closed
D673  dce_pop_long        | got <dce_result>=1
D674  dce_table_destroy   | about to clear <996e940>
D675  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D676  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D677  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D678  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D679  dce_submit_ext      | about to submit RPC to <OECbroker:>
D680  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D681  dce_push_long       | sending <dce_rpccount>=0
D682  dce_pop_long        | got <dce_rpccount>=55151536
D683  dce_pop_int         | got <dce_svr_pid>=25945
D684  dce_submit_ext      | data transferred, Socket <968> closed
D685  dce_table_destroy   | about to clear <996e500>
D686  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D687  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W689  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D690  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D691  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D692  dce_push_long       | sending <dce_rpccount>=0
D693  dce_pop_long        | got <dce_rpccount>=80117
D694  dce_pop_int         | got <dce_svr_pid>=13146
D695  dce_submit_ext      | data transferred, Socket <968> closed
D696  dce_pop_long        | got <dce_result>=1
D697  dce_table_destroy   | about to clear <996ebf0>
D698  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D699  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D700  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D701  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D702  dce_submit_ext      | about to submit RPC to <OECbroker:>
D703  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D704  dce_push_long       | sending <dce_rpccount>=0
D705  dce_pop_long        | got <dce_rpccount>=55151537
D706  dce_pop_int         | got <dce_svr_pid>=25945
D707  dce_submit_ext      | data transferred, Socket <968> closed
D708  dce_table_destroy   | about to clear <996f440>
D709  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D710  dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W712  dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D713  dce_submit_ext      | about to submit RPC to <sl_p_88:>
D714  dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D715  dce_push_long       | sending <dce_rpccount>=0
D716  dce_pop_long        | got <dce_rpccount>=80118
D717  dce_pop_int         | got <dce_svr_pid>=13146
D718  dce_submit_ext      | data transferred, Socket <968> closed
D719  dce_pop_long        | got <dce_result>=1
D720  dce_table_destroy   | about to clear <996fc80>
D721  dce_table_destroy   | current time is <Mon Sep 07 15:29:25 2020>
D722  dce_findserver      | current time is <Mon Sep 07 15:29:25 2020>
D723  connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D724  dce_push_char_Nstr  | sending <interface>="sl_p_88"
D725  dce_submit_ext      | about to submit RPC to <OECbroker:>
D726  dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D727  dce_push_long       | sending <dce_rpccount>=0
D728  dce_pop_long        | got <dce_rpccount>=55151538
D729  dce_pop_int         | got <dce_svr_pid>=25945
D730  dce_submit_ext      | data transferred, Socket <968> closed
